cnpjCoordenadorLider,cnpjEmissor,data,idRequerimento,nomeCoordenadorLider,nomeEmissor,nomeTipoRequerimento,nomeValorMobiliario,numeroProcesso,numeroProtocolo,numeroRegistro,possuiBook,razaoSocialFundoAssociado,registroAutomatico,statusDaOferta,tipoDeOferta,totalRegistros,valorTotalEmReais,vasoComunicante
62.264.924/0001-52,65.953.191/0001-51,10/04/2026,25885,QORE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,ATRIVON RECEBÍVEIS DO VERIDIUM STRUCTURED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/1118/2026,1119/2026,CVM/SRE/AUT/FDC/PRI/2026/544,False,VERIDIUM STRUCTURED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,True,Registro Concedido,PRIMARIA,413,"20.000.000,0000",False
00.360.305/0001-04,46.377.727/0001-93,10/04/2026,25755,CAIXA ECONOMICA FEDERAL,CAEDU COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO S.A.,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Debêntures,SRE/1023/2026,1023/2026,CVM/SRE/AUT/DEB/PRI/2026/200,True,,True,Oferta Encerrada,PRIMARIA,413,"120.000.000,0000",False
02.332.886/0001-04,65.782.151/0001-94,10/04/2026,25891,XP INVESTIMENTOS CCTVM S.A.,AZ SOLARGRID RENDA  SOLAR FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE  LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FII,SRE/1117/2026,1118/2026,CVM/SRE/AUT/FII/PRI/2026/119,False,AZ SOLARGRID RENDA  SOLAR FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE  LIMITADA,True,Oferta Encerrada,PRIMARIA,413,"2.000.000,0000",False
62.285.390/0001-40,29.242.926/0001-75,10/04/2026,25890,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,CONSIGA FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE  LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/1116/2026,1117/2026,CVM/SRE/AUT/FDC/PRI/2026/543,False,CONSIGA FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE  LIMITADA,True,Registro Concedido,PRIMARIA,413,"30.000.000,0000",False
62.285.390/0001-40,29.242.926/0001-75,10/04/2026,25889,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,CONSIGA FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE  LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/1115/2026,1116/2026,CVM/SRE/AUT/FDC/PRI/2026/542,False,CONSIGA FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE  LIMITADA,True,Registro Concedido,PRIMARIA,413,"10.000.000,1600",False
22.610.500/0001-88,65.788.078/0001-68,10/04/2026,25884,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,NXFS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS - RESPONSABILIDADE LIMITADA,OPD Aut Público em Geral ou Qualificado - sem bookbuilding,Cotas de FIDC,SRE/1114/2026,1115/2026,CVM/SRE/AUT/FDC/PRI/2026/539;CVM/SRE/AUT/FDC/PRI/2026/540;CVM/SRE/AUT/FDC/PRI/2026/541,False,NXFS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,413,"273.000.000,0000",False
13.486.793/0001-42,01.235.622/0001-61,10/04/2026,25879,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO -  RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FII,SRE/1113/2026,1114/2026,CVM/SRE/AUT/FII/PRI/2026/118,False,OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO -  RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,413,"290.001.071,7900",False
55.440.852/0001-91,60.355.424/0001-09,10/04/2026,25880,KEA CAPITAL MARKETS LTDA,MAG MULTIESTRATÉGIA CLASSE DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FII,SRE/1112/2026,1113/2026,CVM/SRE/AUT/FII/PRI/2026/117,False,MAG MULT FII RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,413,"21.717.180,0000",False
52.230.344/0001-90,62.618.214/0001-83,10/04/2026,25877,NORONHA TRUST LTDA.,CONCEPT V FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES - MULTIESTRATÉGIA - RESPONSABILIDADE LIMITADA,OPD Aut Público em Geral ou Qualificado - sem bookbuilding,Cotas de FIP,SRE/1111/2026,1111/2026,CVM/SRE/AUT/FIP/PRI/2026/087,False,CONCEPT V FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES - MULTIESTRATÉGIA - RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,413,"30.000.097,4800",False
41.592.532/0001-42,61.561.993/0001-65,10/04/2026,25878,MERITO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,ICRC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/1110/2026,1110/2026,CVM/SRE/AUT/FDC/PRI/2026/538,False,ICRC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS,True,Registro Concedido,PRIMARIA,413,"10.000.000,0000",False
40.434.681/0001-10,60.499.242/0001-01,10/04/2026,25863,AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,FIRST PERSONAL LOAN I FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/1109/2026,1109/2026,CVM/SRE/AUT/FDC/PRI/2026/537,False,FIRST PERSONAL LOAN I FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,True,Registro Concedido,PRIMARIA,413,"5.000.000,0000",False
39.669.186/0001-01,65.782.990/0001-02,10/04/2026,25855,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,GEGE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/1108/2026,1108/2026,CVM/SRE/AUT/FDC/PRI/2026/536,False,GEGE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,413,"40.000.000,0000",False
04.845.753/0001-59,52.922.570/0001-32,09/04/2026,25829,ITAU BBA ASSESSORIA FINANCEIRA S.A,PRANA SECURITIZADORA S.A.,OPD Aut Profissional - com bookbuilding,Outros títulos de securitização,SRE/1056/2026,1056/2026,CVM/SRE/AUT/OTS/PRI/2026/070;CVM/SRE/AUT/OTS/PRI/2026/071,True,,True,Oferta Encerrada,PRIMARIA,413,"27.000.000,0000",False
44.573.782/0001-23,10.608.405/0001-60,09/04/2026,25875,BR PARTNERS MERCADOS DE CAPITAIS LTDA.,BARI SECURITIZADORA S.A.,OPD Aut Profissional - sem bookbuilding,Certificados de Recebíveis Imobiliários,SRE/1105/2026,1105/2026,CVM/SRE/AUT/CRI/SEC/2026/003,False,,True,Oferta Encerrada,SECUNDARIA,413,"39.168.783,3600",False
59.281.253/0001-23,65.898.317/0001-32,09/04/2026,25872,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,SOLIS MULTIESTRATÉGIA RESPONSABILIDADE LIMITADA DO SSF IV COINVESTIMENTO II FI EM PARTICIPAÇÕES,OPD Aut Profissional - sem bookbuilding,Cotas de FIP,SRE/1104/2026,1104/2026,CVM/SRE/AUT/FIP/PRI/2026/086,False,SSF IV COINVESTIMENTO II FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES,True,Registro Concedido,PRIMARIA,413,"145.000.000,0000",True
13.220.493/0001-17,09.304.427/0001-58,09/04/2026,25867,BR PARTNERS BANCO DE INVESTIMENTO S.A.,HABITASEC SECURITIZADORA SA,OPD Aut Profissional - sem bookbuilding,Certificados de Recebíveis Imobiliários,SRE/1103/2026,1103/2026,CVM/SRE/AUT/CRI/PRI/2026/206,False,,True,Oferta Encerrada,PRIMARIA,413,"100.000.000,0000",False
04.845.753/0001-59,65.505.678/0001-71,09/04/2026,25809,ITAU BBA ASSESSORIA FINANCEIRA S.A,ERYTHRINA FIDC SEGMENTO INFRAESTRUTURA E AGRONEGÓCIO DE RESPONSABILIDADE LIMITADA,OPD Aut Profissional - com bookbuilding,Cotas de FIDC,SRE/1042/2026,1042/2026,CVM/SRE/AUT/FDC/PRI/2026/534;CVM/SRE/AUT/FDC/PRI/2026/535,True,ERYTHRINA FIDC SEGMENTO INFRAESTRUTURA E AGRONEGÓCIO DE RESPONSABILIDADE LIMITADA,True,Oferta Encerrada,PRIMARIA,413,"380.000.000,0000",False
07.253.654/0001-76,66.060.256/0001-00,09/04/2026,25870,HEDGE INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,HEDGE STRATEGY FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FII,SRE/1101/2026,1101/2026,CVM/SRE/AUT/FII/PRI/2026/116,False,HEDGE STRATEGY FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA,True,Oferta Encerrada,PRIMARIA,413,"7.500.000,0000",False
33.817.677/0001-76,46.574.244/0001-89,09/04/2026,25871,ABC BRASIL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,RESERVA NOVOS PARQUES URBANOS S.A.,OPD Aut Profissional - sem bookbuilding - Emissor Não Registrado,Debêntures,SRE/1100/2026,1100/2026,CVM/SRE/AUT/DEB/PRI/2026/199,False,,True,Oferta Encerrada,PRIMARIA,413,"60.000.000,0000",False
08.769.451/0001-08,08.769.451/0001-08,09/04/2026,25864,RIZA SECURITIZADORA S.A.,RIZA SECURITIZADORA S.A.,OPD Aut Profissional - sem bookbuilding,Certificados de Recebíveis Imobiliários,SRE/1099/2026,1099/2026,CVM/SRE/AUT/CRI/PRI/2026/205,False,,True,Registro Concedido,PRIMARIA,413,"12.000.000,0000",False
22.610.500/0001-88,52.551.605/0001-74,09/04/2026,25868,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,INVISTA BRAZILIAN BUSINESS PARK FUNDO DE INVESTIMENTO IMOBILIÁRIO,OPD Aut Profissional - sem bookbuilding,Cotas de FII,SRE/1098/2026,1098/2026,CVM/SRE/AUT/FII/PRI/2026/115,False,INVISTA BRAZILIAN BUSINESS PARK FUNDO DE INVESTIMENTO IMOBILIÁRIO,True,Registro Concedido,PRIMARIA,413,"353.430.754,8000",False
02.332.886/0001-04,52.371.756/0001-40,09/04/2026,25845,XP INVESTIMENTOS CCTVM S.A.,CAPITÂNIA LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA,OPD Aut Público em Geral ou Qualificado - com bookbuilding - AR,Cotas de FII,SRE/1077/2026,1077/2026,CVM/SRE/AUT/FII/PRI/2026/114,True,CAPITÂNIA LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,413,"709.179.106,4800",False
52.230.344/0001-90,63.697.542/0001-85,09/04/2026,25865,NORONHA TRUST LTDA.,BB VENTURES II FUNDO DE  INVESTIMENTO EM PARTICIPAÇÕES MULT  INVESTIMENTO NO EXTERIOR  RESP LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIP,SRE/1097/2026,1097/2026,CVM/SRE/AUT/FIP/PRI/2026/085,False,BB VENTURES II FUNDO DE  INVESTIMENTO EM PARTICIPAÇÕES MULT  INVESTIMENTO NO EXTERIOR  RESP LIMITADA,True,Registro Concedido,PRIMARIA,413,"115.000.000,0000",False
04.845.753/0001-59,06.981.180/0001-16,09/04/2026,25802,ITAU BBA ASSESSORIA FINANCEIRA S.A,CEMIG DISTRIBUIÇÃO S/A,OPD Aut Profissional - com bookbuilding,Debêntures,SRE/1036/2026,1036/2026,CVM/SRE/AUT/DEB/PRI/2026/198,True,,True,Oferta Encerrada,PRIMARIA,413,"1.150.000.000,0000",False
04.845.753/0001-59,59.436.431/0001-48,09/04/2026,25825,ITAU BBA ASSESSORIA FINANCEIRA S.A,KINEA DESENVOLVIMENTO LOGÍSTICO II FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,OPD Aut Público em Geral ou Qualificado - com bookbuilding,Cotas de FII,SRE/1054/2026,1054/2026,CVM/SRE/AUT/FII/PRI/2026/113,True,KINEA DESENVOLVIMENTO LOGÍSTICO II FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,True,Registro Caducado,PRIMARIA,413,"444.000.000,0000",False
13.673.855/0001-25,38.042.694/0001-00,09/04/2026,25860,OSLO CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,TRAVESSIA SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.,OPD Aut Profissional - sem bookbuilding,Outros títulos de securitização,SRE/1096/2026,1096/2026,CVM/SRE/AUT/OTS/PRI/2026/063;CVM/SRE/AUT/OTS/PRI/2026/064;CVM/SRE/AUT/OTS/PRI/2026/065;CVM/SRE/AUT/OTS/PRI/2026/066;CVM/SRE/AUT/OTS/PRI/2026/067;CVM/SRE/AUT/OTS/PRI/2026/068;CVM/SRE/AUT/OTS/PRI/2026/069,False,,True,Oferta Encerrada,PRIMARIA,413,"1.100.000.000,0000",False
41.592.532/0001-42,66.127.117/0001-49,09/04/2026,25862,MERITO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,MASA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/1095/2026,1095/2026,CVM/SRE/AUT/FDC/PRI/2026/531,False,MASA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,413,"10.000.000,0000",False
16.695.922/0001-09,65.947.492/0001-72,09/04/2026,25861,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,HARPY EAGLE  CONSIG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE  LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/1094/2026,1094/2026,CVM/SRE/AUT/FDC/PRI/2026/530,False,HARPY EAGLE  CONSIG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE  LIMITADA,True,Registro Concedido,PRIMARIA,413,"3.000.000,0000",False
58.160.789/0001-28,66.125.397/0001-56,09/04/2026,25859,BANCO SAFRA S/A,SAFRA INFRA CONCEITO PRÉ FIF INV EM INFRAESTRUTURA CLASSE DE INV EM INFRA RENDA FIXA RESP LIMITADA,OPD Aut Qualificado - sem bookbuilding,Cotas de FIF,SRE/1093/2026,1093/2026,CVM/SRE/AUT/FIF/PRI/2026/049,False,SAFRA INFRA CONCEITO PRÉ FIF INV EM INFRAESTRUTURA CLASSE DE INV EM INFRA RENDA FIXA RESP LIMITADA,True,Registro Concedido,PRIMARIA,413,"550.000.000,0000",False
62.285.390/0001-40,61.089.007/0001-16,09/04/2026,25858,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,VAREJO ENERGIA II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/1092/2026,1092/2026,CVM/SRE/AUT/FDC/PRI/2026/520;CVM/SRE/AUT/FDC/PRI/2026/521;CVM/SRE/AUT/FDC/PRI/2026/522;CVM/SRE/AUT/FDC/PRI/2026/523;CVM/SRE/AUT/FDC/PRI/2026/524,False,VAREJO ENERGIA II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,True,Registro Concedido,PRIMARIA,413,"104.430.000,0000",False
33.657.248/0001-89,48.400.777/0001-70,08/04/2026,25856,BANCO NACIONAL DE DESENVOLVIMENTO ECONÔMICO E SOCIAL - BNDES,GRANDE SERTAO III TRANSMISSORA DE ENERGIA S/A.,OPD Aut Profissional - sem bookbuilding - Emissor Não Registrado,Debêntures,SRE/1090/2026,1090/2026,CVM/SRE/AUT/DEB/PRI/2026/195;CVM/SRE/AUT/DEB/PRI/2026/196;CVM/SRE/AUT/DEB/PRI/2026/197,False,,True,Oferta Encerrada,PRIMARIA,413,"905.000.000,0000",False
06.271.464/0001-19,40.651.516/0001-10,08/04/2026,25789,BANCO BRADESCO BBI S.A.,BRZ NOVA S. RITA INVESTIMENTOS IMOBILIARIOS LTDA,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Notas Comerciais,SRE/1034/2026,1034/2026,CVM/SRE/AUT/NOC/PRI/2026/068,True,,True,Oferta Encerrada,PRIMARIA,413,"166.000.000,0000",False
18.313.996/0001-50,65.879.064/0001-50,08/04/2026,25853,TMF BRASIL SERVICOS DE ADMINISTRACAO DE FUNDOS LTDA,TREECORP VTX II FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA - RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIP,SRE/1088/2026,1088/2026,CVM/SRE/AUT/FIP/PRI/2026/084,False,TREECORP VTX II FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA - RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,413,"50.000.000,0000",False
62.232.889/0001-90,57.182.268/0001-09,08/04/2026,25850,BANCO DAYCOVAL S.A.,CONECTEPAG I FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/1087/2026,1087/2026,CVM/SRE/AUT/FDC/PRI/2026/519,False,CONECTEPAG I FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,413,"75.000.000,0600",False
59.281.253/0001-23,63.680.293/0001-15,08/04/2026,25852,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,ORE REGIA MINERAIS CRITICOS FIP MULTIESTRATEGIA IS DE RESPONSABIL,OPD Aut Profissional - sem bookbuilding,Cotas de FIP,SRE/1086/2026,1086/2026,CVM/SRE/AUT/FIP/PRI/2026/083,False,ORE RÉGIA MINERAIS CRÍTICOS FIP MULTIESTRATÉGIA IS DE RESPONSABIL,True,Registro Concedido,PRIMARIA,413,"600.000.000,0000",True
00.806.535/0001-54,65.794.655/0001-24,08/04/2026,25849,PLANNER CORRETORA DE VALORES S.A.,OLIVIA FUNDO DE INVESTIMENTO  IMOBILIÁRIO,OPD Aut Profissional - sem bookbuilding,Cotas de FII,SRE/1084/2026,1084/2026,CVM/SRE/AUT/FII/PRI/2026/112,False,OLIVIA FUNDO DE INVESTIMENTO  IMOBILIÁRIO,True,Registro Concedido,PRIMARIA,413,"25.000.000,0000",False
62.232.889/0001-90,59.008.048/0001-99,08/04/2026,25848,BANCO DAYCOVAL S.A.,BLUEOCEAN FIP MULTIESTRATÉGIA DE RESP LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIP,SRE/1083/2026,1083/2026,CVM/SRE/AUT/FIP/PRI/2026/082,False,BLUEOCEAN FIP MULTIESTRATÉGIA DE RESP LIMITADA,True,Registro Concedido,PRIMARIA,413,"30.000.000,0000",True
62.285.390/0001-40,41.575.962/0001-56,08/04/2026,25811,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,HAWK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO  PADRONIZADOS,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/1082/2026,1082/2026,CVM/SRE/AUT/FDC/PRI/2026/518,False,HAWK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO  PADRONIZADOS,True,Registro Concedido,PRIMARIA,413,"15.000.000,0000",False
62.285.390/0001-40,59.086.325/0001-81,08/04/2026,25812,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,CONSIGNADOS IX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/1081/2026,1081/2026,CVM/SRE/AUT/FDC/PRI/2026/517,False,CONSIGNADOS IX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,413,"5.000.001,4800",False
62.285.390/0001-40,59.086.325/0001-81,08/04/2026,25814,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,CONSIGNADOS IX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/1080/2026,1080/2026,CVM/SRE/AUT/FDC/PRI/2026/516,False,CONSIGNADOS IX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,413,"5.000.000,3400",False
13.486.793/0001-42,53.263.405/0001-89,08/04/2026,25847,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,EINSTEIN FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA - RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIP,SRE/1079/2026,1079/2026,CVM/SRE/AUT/FIP/PRI/2026/081,False,EINSTEIN FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA - RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,413,"387.000.000,0000",False
06.271.464/0001-19,50.399.553/0001-37,08/04/2026,25834,BANCO BRADESCO BBI S.A.,CONCESSIONÁRIA RODOANEL NORTE SPE S.A.,OPD Aut Profissional - com bookbuilding,Debêntures,SRE/1078/2026,1078/2026,,False,,True,Aguardando Bookbuilding,PRIMARIA,413,"1.300.000.000,0000",False
13.486.793/0001-42,28.152.272/0001-26,07/04/2026,25844,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII REC RECEBÍVEIS IMOBILIÁRIOS - RESPONSABILIDADE LIMITADA,OPD Aut Público em Geral ou Qualificado - com bookbuilding,Cotas de FII,SRE/1076/2026,1076/2026,,False,FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII REC RECEBÍVEIS IMOBILIÁRIOS - RESPONSABILIDADE LIMITADA,True,Aguardando Bookbuilding,PRIMARIA,413,"409.934.000,0000",False
04.845.753/0001-59,65.873.297/0001-45,07/04/2026,25662,ITAU BBA ASSESSORIA FINANCEIRA S.A,ARCELORMITTAL VERTICE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS COMERCIAIS - RESP LIMITADA,OPD Aut Profissional - com bookbuilding,Cotas de FIDC,SRE/0907/2026,907/2026,CVM/SRE/AUT/FDC/PRI/2026/515,True,ARCELORMITTAL VÉRTICE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS COMERCIAIS - RESP LIMITADA,True,Oferta Encerrada,PRIMARIA,413,"128.000.000,0000",False
26.609.050/0001-64,26.609.050/0001-64,07/04/2026,25839,TRAVESSIA SECURITIZADORA S.A.,TRAVESSIA SECURITIZADORA S.A.,OPD Aut Profissional - sem bookbuilding,Certificados de Recebíveis Imobiliários,SRE/1075/2026,1075/2026,CVM/SRE/AUT/CRI/PRI/2026/204,False,,True,Oferta Encerrada,PRIMARIA,413,"5.000.000,0000",False
06.271.464/0001-19,26.166.079/0001-19,07/04/2026,25828,BANCO BRADESCO BBI S.A.,REC BANDEIRANTES 43 PARTICIPACOES S.A.,OPD Aut Profissional - sem bookbuilding - Emissor Não Registrado,Notas Comerciais,SRE/1074/2026,1074/2026,CVM/SRE/AUT/NOC/PRI/2026/067,False,,True,Oferta Encerrada,PRIMARIA,413,"21.136.600,0000",False
06.271.464/0001-19,26.166.067/0001-94,07/04/2026,25827,BANCO BRADESCO BBI S.A.,REC BANDEIRANTES 42 PARTICIPACOES S.A.,OPD Aut Profissional - sem bookbuilding - Emissor Não Registrado,Notas Comerciais,SRE/1073/2026,1073/2026,CVM/SRE/AUT/NOC/PRI/2026/066,False,,True,Oferta Encerrada,PRIMARIA,413,"22.656.400,0000",False
06.271.464/0001-19,26.166.023/0001-64,07/04/2026,25830,BANCO BRADESCO BBI S.A.,REC BANDEIRANTES 41 PARTICIPACOES S.A.,OPD Aut Profissional - sem bookbuilding - Emissor Não Registrado,Notas Comerciais,SRE/1072/2026,1072/2026,CVM/SRE/AUT/NOC/PRI/2026/063;CVM/SRE/AUT/NOC/PRI/2026/064;CVM/SRE/AUT/NOC/PRI/2026/065,False,,True,Oferta Encerrada,PRIMARIA,413,"296.200.000,0000",False
26.902.872/0001-39,52.890.908/0001-11,07/04/2026,25820,ONE CORPORATE ASSESSORIA E CONSULTORIA LTDA.,ARTESANAL SECURITIZADORA DE CREDITOS S.A,OPD Aut Público em Geral ou Qualificado - com bookbuilding,Certificados de Recebíveis do Agronegócio,SRE/1071/2026,1071/2026,,False,,True,Aguardando Bookbuilding,PRIMARIA,413,"120.000.000,0000",False
02.773.542/0001-22,02.773.542/0001-22,07/04/2026,25843,OPEA SECURITIZADORA S.A.,OPEA SECURITIZADORA S.A.,OPD Aut Profissional - sem bookbuilding,Certificados de Recebíveis Imobiliários,SRE/1070/2026,1070/2026,CVM/SRE/AUT/CRI/PRI/2026/203,False,,True,Oferta Encerrada,PRIMARIA,413,"25.000.000,0000",False
02.332.886/0001-04,66.063.684/0001-89,07/04/2026,25819,XP INVESTIMENTOS CCTVM S.A.,LESTE REAL ESTATE PRÉ ADVISORY FIF MULTIMERCADO CP INVESTIMENTO NO EXTERIOR - RESP LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIF,SRE/1069/2026,1069/2026,CVM/SRE/AUT/FIF/PRI/2026/048,False,LESTE REAL ESTATE PRÉ ADVISORY FIF MULTIMERCADO CP INVESTIMENTO NO EXTERIOR - RESP LIMITADA,True,Registro Concedido,PRIMARIA,413,"41.687.500,0000",False
