cnpjCoordenadorLider,cnpjEmissor,data,idRequerimento,nomeCoordenadorLider,nomeEmissor,nomeTipoRequerimento,nomeValorMobiliario,numeroProcesso,numeroProtocolo,numeroRegistro,possuiBook,razaoSocialFundoAssociado,registroAutomatico,statusDaOferta,tipoDeOferta,totalRegistros,valorTotalEmReais,vasoComunicante
40.888.143/0001-04,65.584.072/0001-79,12/03/2026,25472,GV ATACAMA CAPITAL LTDA.,ORION FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA DE RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIP,SRE/0723/2026,723/2026,CVM/SRE/AUT/FIP/PRI/2026/050;CVM/SRE/AUT/FIP/PRI/2026/051,False,ORION FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA DE RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,1043,"65.000.000,0000",True
41.811.375/0001-19,41.811.375/0001-19,12/03/2026,25424,CANAL COMPANHIA DE SECURITIZAÇÃO,CANAL COMPANHIA DE SECURITIZAÇÃO,OPD Aut Profissional - sem bookbuilding,Certificados de Recebíveis Imobiliários,SRE/0722/2026,722/2026,CVM/SRE/AUT/CRI/PRI/2026/105,False,,True,Oferta Encerrada,PRIMARIA,1043,"19.000.000,0000",False
02.819.125/0001-73,01.417.222/0001-77,12/03/2026,24756,"UBS BB Corretora de Câmbio, Títulos e Valores Mobiliários S.A.",MRS LOGÍSTICA S/A,OPD Aut Profissional - com bookbuilding,Debêntures,SRE/0502/2026,502/2026,CVM/SRE/AUT/DEB/PRI/2026/133,True,,True,Oferta Encerrada,PRIMARIA,1043,"1.200.000.000,0000",False
16.695.922/0001-09,65.562.163/0001-03,11/03/2026,25471,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,PRECATO VI FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS DE  RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/0720/2026,720/2026,CVM/SRE/AUT/FDC/PRI/2026/351,False,PRECATO VI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE  RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,1043,"80.000.000,0000",False
04.845.753/0001-59,09.149.503/0001-06,11/03/2026,24747,ITAU BBA ASSESSORIA FINANCEIRA S.A,SERENA GERAÇÃO S.A.,OPD Aut Profissional - com bookbuilding,Debêntures,SRE/0488/2026,488/2026,CVM/SRE/AUT/DEB/PRI/2026/130;CVM/SRE/AUT/DEB/PRI/2026/131;CVM/SRE/AUT/DEB/PRI/2026/132,True,,True,Oferta Encerrada,PRIMARIA,1043,"1.500.000.000,0000",True
04.845.753/0001-59,08.827.501/0001-58,11/03/2026,25355,ITAU BBA ASSESSORIA FINANCEIRA S.A,AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.,OPD Aut Profissional - com bookbuilding,Debêntures,SRE/0623/2026,624/2026,CVM/SRE/AUT/DEB/PRI/2026/129,True,,True,Oferta Encerrada,PRIMARIA,1043,"782.085.000,0000",False
59.281.253/0001-23,50.917.466/0001-24,11/03/2026,25469,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,CARBYNE MERCADOS PRIVADOS FEEDER FECHADO FI FINANCEIRO EM COTAS DE FI MULTIMERCADO,OPD Aut Qualificado - sem bookbuilding,Cotas de FIF,SRE/0718/2026,718/2026,CVM/SRE/AUT/FIF/PRI/2026/027,False,CARBYNE MERCADOS PRIVADOS FEEDER FECHADO FI FINANCEIRO EM COTAS DE FI MULTIMERCADO,True,Registro Concedido,PRIMARIA,1043,"102.999.996,3300",False
04.845.753/0001-59,53.859.112/0001-69,11/03/2026,24897,ITAU BBA ASSESSORIA FINANCEIRA S.A,COMPANHIA JAGUARI DE ENERGIA,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Debêntures,SRE/0570/2026,570/2026,CVM/SRE/AUT/DEB/PRI/2026/128,True,,True,Oferta Encerrada,PRIMARIA,1043,"312.000.000,0000",False
04.845.753/0001-59,02.016.440/0001-62,11/03/2026,24913,ITAU BBA ASSESSORIA FINANCEIRA S.A,RGE SUL DISTRIBUIDORA DE ENERGIA S.A.,OPD Aut Profissional - com bookbuilding,Debêntures,SRE/0572/2026,572/2026,CVM/SRE/AUT/DEB/PRI/2026/126;CVM/SRE/AUT/DEB/PRI/2026/127,True,,True,Oferta Encerrada,PRIMARIA,1043,"2.206.000.000,0000",False
02.332.886/0001-04,65.600.446/0001-00,11/03/2026,25443,XP INVESTIMENTOS CCTVM S.A.,XP HABITAT RENDA IMOBILIARIA II MASTER FUNDO DE INVESTIMENTO IMOBILIARIO - RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FII,SRE/0716/2026,716/2026,CVM/SRE/AUT/FII/PRI/2026/085,False,,True,Oferta Encerrada,PRIMARIA,1043,"890.625.000,0000",False
59.588.111/0001-03,61.292.200/0001-50,11/03/2026,25465,BANCO VOTORANTIM S.A.,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ASAAS III - RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/0715/2026,715/2026,CVM/SRE/AUT/FDC/PRI/2026/350,False,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ASAAS III - RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,1043,"380.000.000,0000",False
06.271.464/0001-19,39.711.575/0001-58,11/03/2026,25350,BANCO BRADESCO BBI S.A.,FORNECEDORA ENGELOG LOCACOES E SERVICOS S/A,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Notas Comerciais,SRE/0617/2026,618/2026,CVM/SRE/AUT/NOC/PRI/2026/039,True,,True,Oferta Encerrada,PRIMARIA,1043,"150.000.000,0000",False
62.232.889/0001-90,64.889.987/0001-20,11/03/2026,25468,BANCO DAYCOVAL S.A.,VALORA ESTRUTURA TESOURARIA FEEDER FUNDO DE INVESTIMENTO EM PARTICIPACOES EM INFRAESTRUTURA - FIP-IE,OPD Aut Profissional - sem bookbuilding,Cotas de FIP,SRE/0713/2026,713/2026,CVM/SRE/AUT/FIP/PRI/2026/048;CVM/SRE/AUT/FIP/PRI/2026/049,False,VALORA ESTRUTURA TESOURARIA FEEDER FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA - FIP-IE,True,Registro Concedido,PRIMARIA,1043,"140.000.000,0000",False
06.271.464/0001-19,06.347.409/0001-65,11/03/2026,25466,BANCO BRADESCO BBI S.A.,SBF COMERCIO DE PRODUTOS ESPORTIVOS S.A.,OPD Aut Profissional - com bookbuilding,Debêntures,SRE/0712/2026,712/2026,,False,,True,Aguardando Bookbuilding,PRIMARIA,1043,"600.000.000,0000",False
03.751.794/0001-13,64.011.100/0001-04,11/03/2026,25464,TERRA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,NTZ ALPHA 2 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/0711/2026,711/2026,CVM/SRE/AUT/FDC/PRI/2026/349,False,NTZ ALPHA 2 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,1043,"3.000.000,0000",False
72.600.026/0001-81,00.762.723/0001-28,11/03/2026,25459,RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,CENTRO TÊXTIL INTERNACIONAL FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FII,SRE/0709/2026,709/2026,CVM/SRE/AUT/FII/PRI/2026/084,False,CENTRO TÊXTIL INTERNACIONAL FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,1043,"12.271.528,5000",False
62.285.390/0001-40,56.073.212/0001-53,11/03/2026,25433,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,EVEREST TRACKER FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/0708/2026,708/2026,CVM/SRE/AUT/FDC/PRI/2026/348,False,EVEREST TRACKER FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,True,Registro Concedido,PRIMARIA,1043,"10.000.000,0000",False
13.486.793/0001-42,65.530.283/0001-29,11/03/2026,25457,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,VKTECH FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS - RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/0707/2026,707/2026,CVM/SRE/AUT/FDC/PRI/2026/347,False,VKTECH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,True,Oferta Encerrada,PRIMARIA,1043,"85.000.000,0000",False
02.671.743/0001-19,56.883.420/0001-18,11/03/2026,25453,BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,FUNDO DE INVESTIMENTO IMOBILIÁRIO ZION CRÉDITO HIGH YIELD - RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FII,SRE/0706/2026,706/2026,CVM/SRE/AUT/FII/PRI/2026/083,False,FUNDO DE INVESTIMENTO IMOBILIÁRIO ZION CRÉDITO HIGH YIELD - RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,1043,"24.999.999,9000",False
41.811.375/0001-19,41.811.375/0001-19,11/03/2026,25417,CANAL COMPANHIA DE SECURITIZAÇÃO,CANAL COMPANHIA DE SECURITIZAÇÃO,OPD Aut Profissional - sem bookbuilding,Certificados de Recebíveis Imobiliários,SRE/0705/2026,705/2026,CVM/SRE/AUT/CRI/PRI/2026/104,False,,True,Registro Concedido,PRIMARIA,1043,"10.500.000,0000",False
62.285.390/0001-40,27.326.119/0001-05,11/03/2026,25452,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,EVOLUT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/0704/2026,704/2026,CVM/SRE/AUT/FDC/PRI/2026/346,False,EVOLUT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,True,Oferta Encerrada,PRIMARIA,1043,"5.000.000,0000",False
04.200.649/0001-07,04.200.649/0001-07,11/03/2026,25414,CIA PROVINCIA DE SECURITIZAÇÃO,CIA PROVINCIA DE SECURITIZAÇÃO,OPD Aut Profissional - sem bookbuilding,Certificados de Recebíveis Imobiliários,SRE/0703/2026,703/2026,CVM/SRE/AUT/CRI/PRI/2026/100;CVM/SRE/AUT/CRI/PRI/2026/101;CVM/SRE/AUT/CRI/PRI/2026/102;CVM/SRE/AUT/CRI/PRI/2026/103,False,,True,Registro Concedido,PRIMARIA,1043,"31.663.000,0000",False
22.610.500/0001-88,64.078.580/0001-12,11/03/2026,25451,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,NTZ ALPHA PARTNERS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/0702/2026,702/2026,CVM/SRE/AUT/FDC/PRI/2026/345,False,NTZ ALPHA PARTNERS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,1043,"25.000.000,0000",False
16.695.922/0001-09,28.850.140/0001-78,10/03/2026,25450,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,FUNDO DE FINANCIAMENTO DA INDUSTRIA CINEMATOGRAFICA NACIONAL -  FUNCINE - TIM,OPD Aut Profissional - sem bookbuilding,Cotas de Funcine,SRE/0700/2026,700/2026,CVM/SRE/AUT/FUN/PRI/2026/001,False,FUNDO DE FINANCIAMENTO DA INDUSTRIA CINEMATOGRAFICA NACIONAL -  FUNCINE - TIM,True,Oferta Encerrada,PRIMARIA,1043,"12.000.000,0000",False
46.482.072/0001-13,06.626.253/0001-51,10/03/2026,25186,BTG PACTUAL INVESTMENT BANKING LTDA.,EMPREENDIMENTOS PAGUE MENOS SA,OPD Aut Profissional - com bookbuilding,Ações,SRE/0606/2026,607/2026,CVM/SRE/AUT/ACO/PRI/2026/006;CVM/SRE/AUT/ACO/SEC/2026/001,True,,True,Oferta Encerrada,MISTA_MULTIPLA,1043,"458.500.000,0000",False
59.281.253/0001-23,57.593.613/0001-05,10/03/2026,25438,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,RIZA EQUITUS REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,OPD Aut Público em Geral ou Qualificado - sem bookbuilding,Cotas de FII,SRE/0699/2026,699/2026,CVM/SRE/AUT/FII/PRI/2026/082,False,RIZA EQUITUS REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,True,Oferta Encerrada,PRIMARIA,1043,"62.500.000,0000",False
62.232.889/0001-90,59.137.587/0001-28,10/03/2026,25444,BANCO DAYCOVAL S.A.,VALORA CRI PRÉ I FEEDER II FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FII,SRE/0696/2026,696/2026,CVM/SRE/AUT/FII/PRI/2026/081,False,VALORA CRI PRÉ I FEEDER II FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,1043,"93.515.900,0000",False
62.285.390/0001-40,57.088.975/0001-30,10/03/2026,25442,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,MONTE SIÃO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/0695/2026,695/2026,CVM/SRE/AUT/FDC/PRI/2026/343;CVM/SRE/AUT/FDC/PRI/2026/344,False,MONTE SIÃO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,True,Registro Concedido,PRIMARIA,1043,"75.000.000,0000",False
04.845.753/0001-59,05.108.435/0001-78,10/03/2026,25439,ITAU BBA ASSESSORIA FINANCEIRA S.A,LIVE ROUPAS ESPORTIVAS LTDA.,OPD Aut Profissional - sem bookbuilding - Emissor Não Registrado,Notas Comerciais,SRE/0694/2026,694/2026,CVM/SRE/AUT/NOC/PRI/2026/038,False,,True,Registro Concedido,PRIMARIA,1043,"1.000.000,0000",False
02.276.653/0001-23,48.415.978/0001-40,10/03/2026,25440,TRINUS CAPITAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,LEVERAGE COMPANHIA SECURITIZADORA,OPD Aut Profissional - sem bookbuilding,Certificados de Recebíveis Imobiliários,SRE/0693/2026,693/2026,CVM/SRE/AUT/CRI/PRI/2026/099,False,,True,Registro Concedido,PRIMARIA,1043,"160.000.000,0000",False
02.332.886/0001-04,04.992.714/0001-84,10/03/2026,24937,XP INVESTIMENTOS CCTVM S.A.,NOVA TRANSPORTADORA DO SUDESTE S.A. - NTS,OPD Aut Profissional - com bookbuilding,Debêntures,SRE/0586/2026,586/2026,CVM/SRE/AUT/DEB/PRI/2026/125,True,,True,Oferta Encerrada,PRIMARIA,1043,"2.200.000.000,0000",True
02.332.886/0001-04,04.992.714/0001-84,10/03/2026,24936,XP INVESTIMENTOS CCTVM S.A.,NOVA TRANSPORTADORA DO SUDESTE S.A. - NTS,OPD Aut Profissional - com bookbuilding,Debêntures,SRE/0587/2026,587/2026,CVM/SRE/AUT/DEB/PRI/2026/124,True,,True,Oferta Encerrada,PRIMARIA,1043,"900.000.000,0000",False
52.183.181/0001-32,48.415.978/0001-40,10/03/2026,25436,ARCHX CAPITAL,LEVERAGE COMPANHIA SECURITIZADORA,OPD Aut Profissional - sem bookbuilding,Certificados de Recebíveis Imobiliários,SRE/0692/2026,692/2026,CVM/SRE/AUT/CRI/PRI/2026/098,False,,True,Registro Concedido,PRIMARIA,1043,"15.000.000,0000",False
52.183.181/0001-32,48.415.978/0001-40,10/03/2026,25419,ARCHX CAPITAL,LEVERAGE COMPANHIA SECURITIZADORA,OPD Aut Profissional - sem bookbuilding,Certificados de Recebíveis Imobiliários,SRE/0691/2026,691/2026,CVM/SRE/AUT/CRI/PRI/2026/097,False,,True,Registro Concedido,PRIMARIA,1043,"32.000.000,0000",False
52.183.181/0001-32,48.415.978/0001-40,10/03/2026,25434,ARCHX CAPITAL,LEVERAGE COMPANHIA SECURITIZADORA,OPD Aut Profissional - sem bookbuilding,Certificados de Recebíveis Imobiliários,SRE/0690/2026,690/2026,CVM/SRE/AUT/CRI/PRI/2026/096,False,,True,Registro Concedido,PRIMARIA,1043,"12.000.000,0000",False
62.232.889/0001-90,64.655.872/0001-70,10/03/2026,25432,BANCO DAYCOVAL S.A.,CONECTEPAG ELETROBIDU FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/0689/2026,689/2026,CVM/SRE/AUT/FDC/PRI/2026/342,False,CONECTEPAG ELETROBIDU FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LIMITADA,True,Registro Concedido,PRIMARIA,1043,"65.000.000,0000",False
08.769.451/0001-08,08.769.451/0001-08,10/03/2026,25397,RIZA SECURITIZADORA S.A.,RIZA SECURITIZADORA S.A.,OPD Aut Profissional - sem bookbuilding,Certificados de Recebíveis Imobiliários,SRE/0688/2026,688/2026,CVM/SRE/AUT/CRI/PRI/2026/095,False,,True,Oferta Encerrada,PRIMARIA,1043,"2.000.000,0000",False
62.285.390/0001-40,55.636.084/0001-46,10/03/2026,25421,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,EXPLORER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/0687/2026,687/2026,CVM/SRE/AUT/FDC/PRI/2026/340;CVM/SRE/AUT/FDC/PRI/2026/341,False,EXPLORER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,1043,"20.000.000,1100",False
10.896.871/0001-99,31.368.761/0001-24,10/03/2026,25415,SRM Empírica Gestão de Crédito LTDA,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PAGBEM,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/0686/2026,686/2026,CVM/SRE/AUT/FDC/PRI/2026/339,False,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PAGBEM,True,Registro Concedido,PRIMARIA,1043,"40.000.000,0000",False
24.361.690/0001-72,60.806.654/0001-39,09/03/2026,25427,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,COMPRAS PÚBLICAS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/0684/2026,684/2026,CVM/SRE/AUT/FDC/PRI/2026/336;CVM/SRE/AUT/FDC/PRI/2026/337;CVM/SRE/AUT/FDC/PRI/2026/338,False,COMPRAS PÚBLICAS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,True,Registro Concedido,PRIMARIA,1043,"8.500.000,0000",False
62.232.889/0001-90,64.656.407/0001-54,09/03/2026,25428,BANCO DAYCOVAL S.A.,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS 360 CONSIGNADO,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/0683/2026,683/2026,CVM/SRE/AUT/FDC/PRI/2026/333;CVM/SRE/AUT/FDC/PRI/2026/334;CVM/SRE/AUT/FDC/PRI/2026/335,False,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS 360 CONSIGNADO,True,Registro Concedido,PRIMARIA,1043,"200.000.000,0000",False
52.230.344/0001-90,64.254.233/0001-01,09/03/2026,25399,NORONHA TRUST LTDA.,BIRD CAPITAL PRIVATE EQUITY COINVEST I FIP MULTIESTRATÉGIA RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIP,SRE/0680/2026,680/2026,CVM/SRE/AUT/FIP/PRI/2026/047,False,BIRD CAPITAL PRIVATE EQUITY COINVEST I FIP MULTIESTRATÉGIA RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,1043,"20.000.000,0000",False
36.113.876/0001-91,49.113.994/0001-41,09/03/2026,25423,OLIVEIRA TRUST DTVM S.A.,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CAP - RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/0679/2026,679/2026,CVM/SRE/AUT/FDC/PRI/2026/330;CVM/SRE/AUT/FDC/PRI/2026/331;CVM/SRE/AUT/FDC/PRI/2026/332,False,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CAP - RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,1043,"52.700.000,0000",False
41.592.532/0001-42,46.157.247/0001-17,09/03/2026,25422,MERITO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,MÉRITO CEMITÉRIOS FII - FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FII,SRE/0678/2026,678/2026,CVM/SRE/AUT/FII/PRI/2026/080,False,MÉRITO CEMITÉRIOS FII - FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,1043,"30.550.000,0000",False
22.610.500/0001-88,64.669.747/0001-10,09/03/2026,25420,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,FIAGRO CENTRO-OESTE II - RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIAGRO,SRE/0677/2026,677/2026,CVM/SRE/AUT/FIA/PRI/2026/018;CVM/SRE/AUT/FIA/PRI/2026/019,False,,True,Registro Concedido,PRIMARIA,1043,"41.999.960,0000",False
39.669.186/0001-01,12.254.372/0001-23,09/03/2026,25412,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,GARSON - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/0676/2026,676/2026,CVM/SRE/AUT/FDC/PRI/2026/329,False,GARSON - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,True,Registro Concedido,PRIMARIA,1043,"15.000.000,0000",False
41.534.746/0001-62,41.534.746/0001-62,09/03/2026,25418,CERES SECURITIZADORA S.A.,CERES SECURITIZADORA S.A.,OPD Aut Profissional - sem bookbuilding,Certificados de Recebíveis do Agronegócio,SRE/0675/2026,675/2026,CVM/SRE/AUT/CRA/PRI/2026/040;CVM/SRE/AUT/CRA/PRI/2026/041,False,,True,Registro Concedido,PRIMARIA,1043,"20.100.000,0000",False
22.610.500/0001-88,62.125.959/0001-00,09/03/2026,25393,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS TELCO EQUITY RESPONSABILIDADE  LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/0674/2026,674/2026,CVM/SRE/AUT/FDC/PRI/2026/327;CVM/SRE/AUT/FDC/PRI/2026/328,False,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS TELCO EQUITY RESPONSABILIDADE  LIMITADA,True,Registro Concedido,PRIMARIA,1043,"40.000.000,0000",False
39.669.186/0001-01,20.057.764/0001-20,09/03/2026,25411,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,HARPIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE  LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/0673/2026,673/2026,CVM/SRE/AUT/FDC/PRI/2026/326,False,HARPIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE  LIMITADA,True,Oferta Encerrada,PRIMARIA,1043,"35.000.000,0000",False
41.592.532/0001-42,65.427.709/0001-13,09/03/2026,25413,MERITO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,FUNDO DE INVESTIMENTO IMOBILIÁRIO AURUM TERRA RESPONSABILIDADE LIMITADA,OPD Aut Profissional - sem bookbuilding,Cotas de FII,SRE/0672/2026,672/2026,CVM/SRE/AUT/FII/PRI/2026/079,False,FUNDO DE INVESTIMENTO IMOBILIÁRIO AURUM TERRA RESPONSABILIDADE LIMITADA,True,Registro Concedido,PRIMARIA,1043,"10.000.000,0000",False
02.332.886/0001-04,65.511.886/0001-83,06/03/2026,25407,XP INVESTIMENTOS CCTVM S.A.,MAUÁ CAPITAL CRÉDITO LIQUIDEZ 180 FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,OPD Aut Público em Geral ou Qualificado - sem bookbuilding,Cotas de FII,SRE/0670/2026,670/2026,CVM/SRE/AUT/FII/PRI/2026/078,False,MAUÁ CAPITAL CRÉDITO LIQUIDEZ 180 FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,True,Oferta Encerrada,PRIMARIA,1043,"312.500.000,0000",False
62.232.889/0001-90,65.343.721/0001-40,06/03/2026,25408,BANCO DAYCOVAL S.A.,DAYCOVAL D386 FUNDO DE INVESTIMENTO EM DIREITOS  CREDITORIOS,OPD Aut Profissional - sem bookbuilding,Cotas de FIDC,SRE/0668/2026,668/2026,CVM/SRE/AUT/FDC/PRI/2026/325,False,DAYCOVAL D386 FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS,True,Registro Concedido,PRIMARIA,1043,"70.000.000,0000",False
06.271.464/0001-19,03.467.321/0001-99,06/03/2026,24749,BANCO BRADESCO BBI S.A.,ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A,OPD Aut Profissional - com bookbuilding,Debêntures,SRE/0506/2026,506/2026,CVM/SRE/AUT/DEB/PRI/2026/122;CVM/SRE/AUT/DEB/PRI/2026/123,True,,True,Oferta Encerrada,PRIMARIA,1043,"1.000.000.000,0000",True
06.271.464/0001-19,25.086.034/0001-71,06/03/2026,24750,BANCO BRADESCO BBI S.A.,ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA S.A.,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Debêntures,SRE/0507/2026,507/2026,CVM/SRE/AUT/DEB/PRI/2026/120;CVM/SRE/AUT/DEB/PRI/2026/121,True,,True,Oferta Encerrada,PRIMARIA,1043,"330.000.000,0000",True
